"","Genus","species","Model","site","constant_strt","E_a_strt","E_d_strt","T_pk_strt","B0_end","B0_se","Ea_end","Ea_se","Ed_end","Ed_se","Tpk_end","Tpk_se","AIC","BIC","R2","AIC.m","BIC.m","R2.m","b","b_se"
"15","Chironomus",NA,"0.75 Mass Corrected","Porto",34.2459228107473,0.350297810996542,2.23425997613816,318.964114860578,0.0570051998244715,0.0139985354927758,0.83710839013024,0.371364815886534,0.844725161558871,0.169923760429247,353.15,751.44735880291,-45.0705424629682,-31.5681406340061,0.377517008001374,-39.1933006018711,-25.690898772909,0.340786723229943,"NA","NA"
"16","Chironomus",NA,"0.75 Mass Corrected","Penalara",37.2464822865493,1.73328613285587,2.35916949730554,330.514635438504,0.0149289891358452,0.00280370933724959,0.906743279602218,0.0852986946557972,31.4400208270437,6343023.79961305,316.640444216502,246022.209403352,-158.903080469928,-145.927481219255,0.750066972574568,-61.7594234291657,-48.7838241784927,0.304521925535422,"NA","NA"
"17","Cloeon","dipterum","0.75 Mass Corrected","Murcia",28.1613567116459,1.32785499442934,0.229615958519505,328.306940080775,0.0603720307203866,0.0126999837496709,0.894745624972984,0.129128854081654,2.87239053551238,1.82228435287949,312.749808391074,1.81037299139604,48.646257374289,58.4024759671961,0.664673617584479,63.8780700906504,73.6342886835575,0.549191524743205,"NA","NA"
"18","Cloeon","dipterum","0.75 Mass Corrected","Toledo",19.4031170708907,4.44959242442449,0.264131256980167,326.727289113967,0.0177547335703124,0.00338660177938282,1.75929907325814,0.189520820640717,2.02216439160527,0.213155361519897,310.204087213979,3.00020022776453,3.38386625876419,15.6556027400317,0.816130941161061,16.4032795116123,28.6750159928799,0.784634568591084,"NA","NA"
"19","Cloeon","dipterum","0.75 Mass Corrected","Evora",16.879640085263,4.13876823690306,0.417107536335046,323.085314310811,0.137029935509742,0.013268280816097,0.691129839903689,0.0512829476610735,3.97327782383188,0.972178580368113,311.446129537234,1.10262525213844,144.574311527091,158.031050938237,0.575530596620929,193.381529251885,206.83826866303,0.332720487642164,"NA","NA"
"20","Cloeon","dipterum","0.75 Mass Corrected","Porto",15.4502583656903,1.01583054501307,1.08137081753755,329.940998212046,0.103345655980443,0.00838263573809482,0.77174413461732,0.0469263891664019,3.1617623723539,0.575575123248261,310.857673578901,0.829367881014887,-1.52615938123364,11.5987046851877,0.747020642270756,35.0662303375514,48.1910944039728,0.62109920425116,"NA","NA"
"21","Sympetrum","striolatum","0.75 Mass Corrected","Toledo",25.5925451818915,3.50717412670713,0.334247819963283,323.452926566331,0.0246033105452522,0.00514806049607956,1.6879978373597,0.276974409085464,1.68805494464148,0.58476457305839,353.15,42450.5437045788,22.5007752033332,34.0882157710148,0.464330723352208,22.8694929048111,34.4569334724926,0.461685716771358,"NA","NA"
"22","Sympetrum","striolatum","0.75 Mass Corrected","Evora",36.1483732889809,0.0788926566843484,1.35328571711082,280.347499658535,0.154932238379796,0.0170095367766223,0.772087852998208,0.0708399806122958,2.88379442027782,0.384212234138328,307.862590286118,0.949307436679127,88.5916080850443,102.139259091606,0.636219224626788,107.792174426765,121.339825433327,0.546736868084179,"NA","NA"
"23","Sympetrum","striolatum","0.75 Mass Corrected","Porto",48.9394814727592,2.90654262819497,0.784926342999838,325.20374543153,0.0741770006227287,0.00935201863617535,0.807697267376492,0.0655424209465307,5.15512790956255,1.09469117494013,311.449017109285,1.02415313544708,85.2341102638703,97.9505841752203,0.532299008430215,115.787194437872,128.503668349222,0.346678584929168,"NA","NA"
"24","Sympetrum","striolatum","0.75 Mass Corrected","Jaca",29.8968131056125,0.815751261262701,1.6315025225254,303.15,0.0432612402860296,0.0063141326572793,0.903533687480683,0.08411067131926,3.23814187285878,0.551593793580782,308.812268653672,1.05475083226265,-43.3261047098506,-30.2505021256444,0.55287570240033,-7.14233045089734,5.93327213330894,0.347538072325239,"NA","NA"
"25","Chironomus",NA,"Free Mass Scaling","Toledo",19.0905001016622,1.96366725971161,2.42707611188345,332.35013196949,0.139771234737624,0.049011529374842,0.533954707638962,0.0762807517994344,28.2589848206418,1714239.80358082,316.515487590621,79755.028072927,-172.857657938005,-156.764870575259,0.517055280443561,-137.60809747544,-121.515310112695,0.320447725459026,"1.37798366550824","0.262016593056205"
"26","Chironomus",NA,"Free Mass Scaling","Evora",26.8523464960869,0.959260016430937,2.20484439659644,286.544876391199,0.0551437660154235,0.0321781792106132,0.597608766058116,0.0422650037942496,27.4171580437755,706112.858483472,316.53348646064,33130.1217756472,-504.036935778831,-485.437737211886,0.643095434850637,-467.947110261738,-449.347911694793,0.532183463840834,"0.942719938155706","0.517719143839189"
"27","Chironomus",NA,"Free Mass Scaling","Porto",30.1560350948463,0.811031083373317,2.19773087730207,332.406545377903,0.0884124372982857,0.0592480991480591,0.959303937691342,0.660154396391664,0.962559861375849,0.20670047379903,353.15,1792.92050306123,-203.096272933907,-186.893390739153,0.360048350343705,-197.523133020614,-181.320250825859,0.325512051063119,"1.32340736805378","0.618046144972754"
"28","Chironomus",NA,"Free Mass Scaling","Penalara",15.7568523031237,2.14617150142056,2.7536934149863,333.153610206054,0.0148403550864884,0.00777851810977447,0.91222741186767,0.087046860082323,31.2872548847454,6261724.51954233,316.638562410247,244133.450843821,-251.642925402886,-236.072206302078,0.641207938472147,-220.945235384854,-205.374516284047,0.469251577102601,"0.799586060758655","0.535642743382285"
"29","Cloeon","dipterum","Free Mass Scaling","Murcia",10.1706473571579,3.23659501922102,0.607248692364175,323.968794257066,0.0573828984454193,0.0186361520143465,0.892741726104252,0.133451053318416,2.7689325774068,2.10422178131316,312.86475648539,1.83046635340772,-9.22377684884809,2.48368546264046,0.622903737728437,-2.285805003757,9.42165730773156,0.568598174865192,"0.717137073348994","0.358770734613168"
"30","Cloeon","dipterum","Free Mass Scaling","Toledo",11.936294451821,5.20618369701137,0.277745625303143,323.961214598694,0.0150107934770144,0.00314765829721473,1.59297571672345,0.16909523613903,2.17418554762378,0.339851254929038,310.020855547035,1.49903690006399,6.54254701924376,21.2686307967648,0.772163859425567,14.5607259930087,29.2868097705297,0.748810588036322,"0.217634752120314","0.325760024893215"
"31","Cloeon","dipterum","Free Mass Scaling","Evora",22.8481137514883,0.887068387266408,0.898269829875398,311.779023499553,0.12350474143481,0.0209480044187267,0.665011347501085,0.0567856959169028,4.17564372902867,1.49855037953328,312.147133193768,1.54023851343712,59.8449183384411,75.9930056318159,0.617301004765424,81.3110268346138,97.4591141279887,0.529360803423758,"0.616656948910889","0.295239442581685"
"32","Cloeon","dipterum","Free Mass Scaling","Porto",39.1499167652156,0.566650370703741,1.36988082854804,289.299317670181,0.0456845949690999,0.00683933255684846,1.11354279413179,0.256287393018659,1.11546501162305,0.146566038433095,353.15,1591.52490410731,-14.3517249362345,1.39811194347111,0.620887343521856,-10.9338244120223,4.81601246768332,0.602566321363273,"-0.970200435266179","0.329785994138099"
"33","Sympetrum","striolatum","Free Mass Scaling","Toledo",37.5791513240935,5.65813788607813,0.393685430633283,319.967451807738,0.0824381800129474,0.0536531980092406,1.07575351445589,0.137403255670456,3.4903607219561,1.4248244494538,312.090054043143,1.52865007813365,-40.1760462996268,-26.271117618409,0.343476254491385,-30.6229393400192,-16.7180106588014,0.253844478925983,"2.14073354856176","0.928955923546702"
"34","Sympetrum","striolatum","Free Mass Scaling","Evora",33.9131934869355,0.381114851325435,1.1833269798905,302.007708752232,0.107817549147627,0.0449130662077863,0.802174342848748,0.0958908197394531,2.56376832814437,0.447962669302059,307.505962377015,1.19122799331524,281.860322978849,298.117504186723,0.472522706687724,287.807043905065,304.064225112939,0.441244560829047,"1.24052953363728","0.588739682334804"
"35","Sympetrum","striolatum","Free Mass Scaling","Porto",68.1266242326929,0.0521107045681857,0.301115291416308,260.620287818469,0.0569924992389789,0.0128244228798908,1.52509157959003,1.34903986180804,1.52517684341097,1.20955403520571,353.15,22169.3050617368,155.930924324677,171.190693018297,0.25833794284047,156.233999130882,171.493767824502,0.255924656147844,"0.174986218374501","0.508750530360763"
"36","Sympetrum","striolatum","Free Mass Scaling","Jaca",31.6296088300625,0.18013541301523,0.351849690856559,303.880973451493,0.0334403702421741,0.0188529081725584,1.54315121651272,2.07344552543357,1.54322307840664,2.41649651018972,353.15,39990.6108166542,4.71124001345081,20.4019631144984,0.0996587577294843,4.96590691373942,20.656630014787,0.0973849422778062,"0.917665764188769","0.28555478433764"
